businessname,submissiondate,businesstype,variable,value,percoftotal,total,label_en,label_ne,latitude,longitude,index
Spa kinjjala pvt ltd.,2,Other,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.67812,85.30827,1143
HOTEL HIMALAYA PVT. LTD,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.68413,85.31941,1144
Nepali Ghar Hotel Pvt Ltd,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7165403,85.3129886,1145
HOTEL,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7177391,85.3101198,1146
Everest outdoor gears pvt ltd,1,Shop/Merchandise,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7156778,85.3113177,1147
Hotel Lakeside Pvt. Ltd,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,28.2077552,83.9684899,1148
Green Mansions Jungle Resort,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.5845046127971,84.4711607974195,1149
Pilgrims Guest House P.Ltd,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.717619,85.3115799,1150
Harry guest house and restaurant,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,28.21224,83.9626,1151
Nepal Pyramids Pvt Ltd,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7650888094923,85.363349712796,1152
Tourism,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,28.20794,83.95855,1153
Splash nepal adventure,1,Rafting,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7146686256428,85.3109832980832,1154
Little buddha restaurant &lounge bar,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7141228,85.3116181,1155
Nepal Ascent Treks,1,Trekking,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7119692416278,85.3110869262584,1156
Naya Nepal collection and export pvt.ltd,1,Handicraft,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.713195,85.3122775,1157
Downtown Restaurant,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.68076,85.31722,1158
Mount everest souvenir house,2,Handicraft,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7135681946502,85.3125867485289,1159
Ghumante The Traveller adventure pvt ltd,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7392974199588,85.3239723928859,1160
Hotel Crown Plaza,2,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7130878,85.3281444,1161
Kailash cafe & bar,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7160368463001,85.3104862262585,1162
Green Boutique Hotel,2,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7210567730833,85.3653754560733,1163
Demeter Handicrafts,2,Handicraft,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7207596166803,85.3607724987554,1164
Kathmandu cityhill Apartmnet,2,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.7209932,85.3118557,1165
Suburb cafe,2,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,27.684759,85.312688,1166
Hotel Tulsi Pokhara,1,Hotel,o_expectd_problms_next_6_mnths,1,67.0,60,Will have difficulties in paying back existing loans,मेरो व्यवसायलाई अवस्थित ऋण भुक्तान गर्न कठिनाइ हुनेछ,28.2097,83.95798,1167
hostel nextdoor,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.684944,85.315922,1168
Orbit Nepal Adventure,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71305,85.31126,1169
Green Mansions Jungle Resort,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.5845046127971,84.4711607974195,1170
The  cashmere store,1,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,28.2044184,83.9644088,1171
3 Sisters Adventure Trekking P(Ltd),1,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,28.2198688,83.9580593,1172
Wish List Nepal Tours and Travels,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7054130197592,85.3489936269846,1173
Nepal Pyramids Pvt Ltd,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7650888094923,85.363349712796,1174
Tourism,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,28.20794,83.95855,1175
Little buddha restaurant &lounge bar,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7141228,85.3116181,1176
Eco craft collection,1,Shop/Merchandise,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7169496294368,85.310175951392,1177
Royal handicraft,1,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7155286407712,85.3113662974226,1178
Naya Nepal collection and export pvt.ltd,1,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.713195,85.3122775,1179
Mechi resort Pvt Ltd & Maina travels and tours Pvt Ltd,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,28.2072939,83.9578631,1180
Mount everest souvenir house,2,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7135681946502,85.3125867485289,1181
Apex himalaya trek and expedition,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7104423,85.3109739,1182
Ghumante The Traveller adventure pvt ltd,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7392974199588,85.3239723928859,1183
Hotel Crown Plaza,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7130878,85.3281444,1184
Green Boutique Hotel,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7210567730833,85.3653754560733,1185
Demeter Handicrafts,2,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7207596166803,85.3607724987554,1186
Nepal Highland Treks P Ltd,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7166059299288,85.3117833730153,1187
Krishna handicraft,2,Shop/Merchandise,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.716084576286,85.3099118032157,1188
Ashirwad export,2,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71892,85.3122,1189
Golden Cloud Adventure P. Ltd.,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.710411302506,85.3129580931116,1190
Attractive Travels and Tours Pvt. Ltd.,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7176441116934,85.3093493859829,1191
Carrot holidays pvt ltd,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.6882985387026,85.3324406541961,1192
Lotus handicraft,2,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7162829183416,85.3101437234923,1193
Hotel Tharu Garden,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.5753519138286,84.5016726992705,1194
Backpacker Treks & Expedition Pvt. Ltd,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7180005590084,85.3097967996561,1195
Hotel Business,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.6632585317559,85.4449016109137,1196
Everest outdoor gears pvt ltd,1,Shop/Merchandise,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7156778,85.3113177,1197
HOTEL,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7177391,85.3101198,1198
HOTEL HIMALAYA PVT. LTD,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.68413,85.31941,1199
Garden of Hope Treks & Expeditions,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71459,85.31326,1200
chitwan forest resort,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.58148,84.49332,1201
Shisha Lounge & Bar Pvt Ltd,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7153038584918,85.3103238891712,1202
Everest Tour Nepal Treks & Expedition Pvt. Ltd.,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.69443,85.24896,1203
Mandala Handicrafts,2,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71297,85.31228,1204
"Handicrafts (felt,woolen. Curio",2,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71442,85.31192,1205
Earth angle trading pvt ltd,2,Shop/Merchandise,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71409,85.31012,1206
ROSHA TRAVELS AND TOURS P. LTD,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71061,85.31213,1207
Namaste Spa Pvt.Ltd,2,Other,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7151,85.312,1208
B s handicrafts,1,Shop/Merchandise,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71316,85.31265,1209
Yakety Yak Hostel,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7133876,85.31238,1210
R.R.Jewellery,2,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7137093,85.3123409,1211
Avia tours and travels PVT LTD,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71423,85.31159,1212
Hotel Down Town Pvt. Ltd,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71587,85.30982,1213
Stunning Adventure,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.6891069867822,85.2478348127655,1214
Hemp House Nepal Pvt.Ltd,1,Handicraft,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71575,85.30998,1215
Kathmandu Spa,2,Other,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7161657,85.3108951,1216
Hotel Luna Kathmandu,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7167297,85.3120921,1217
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71578,85.30944,1218
Om Shanti Spa,2,Other,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.71578,85.30945,1219
Cuisine Court,2,Restaurant and Bar,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.719115,85.332184,1220
Art Summit Holiday Pvt Ltd,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7175,85.32594,1221
Sun N Fun Holidays,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7043,85.33088,1222
Spa kinjjala pvt ltd.,2,Other,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.67812,85.30827,1223
Subhakamana Travels and Tours,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,28.19899,83.97616,1224
Hotel Tulsi Pokhara,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,28.2097,83.95798,1225
HOTEL BLUE MAGNET & MULTIPURPUSE PVT.LTD.,1,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,28.2148186,83.9618638,1226
Suburb cafe,2,Hotel,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.684759,85.312688,1227
Tour and trekking and Expedition,2,Trekking,o_expectd_problms_next_6_mnths,6,68.0,61,Will have difficulties in getting enough customers required for survival,मेरो व्यवसायको अस्तित्वको लागि पर्याप्त ग्राहकहरू प्राप्त गर्न कठिनाइ हुनेछ,27.7153213473598,85.3117415550944,1228
Green Mansions Jungle Resort,1,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.5845046127971,84.4711607974195,1229
Royal handicraft,1,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7155286407712,85.3113662974226,1230
HOTEL,1,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7177391,85.3101198,1231
Hotel,1,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71217,85.30787,1232
Pilgrims Guest House P.Ltd,1,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.717619,85.3115799,1233
3 Sisters Adventure Trekking P(Ltd),1,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,28.2198688,83.9580593,1234
Wish List Nepal Tours and Travels,1,Travel and Tour Operator,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7054130197592,85.3489936269846,1235
Little buddha restaurant &lounge bar,1,Restaurant and Bar,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7141228,85.3116181,1236
Nepal Ascent Treks,1,Trekking,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7119692416278,85.3110869262584,1237
HOTEL HIMALAYA PVT. LTD,1,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.68413,85.31941,1238
Rainbow Adventure Nepal,2,Rafting,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.7115056,85.3089164,1239
ROSHA TRAVELS AND TOURS P. LTD,2,Travel and Tour Operator,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71061,85.31213,1240
Earth angle trading pvt ltd,2,Shop/Merchandise,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71409,85.31012,1241
"Handicrafts (felt,woolen. Curio",2,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71442,85.31192,1242
Mandala Handicrafts,2,Handicraft,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.71297,85.31228,1243
hostel nextdoor,2,Hotel,o_expectd_problms_next_6_mnths,3,57.0,51,Will have difficulties in paying taxes,मेरो व्यवसायलाई यसको करहरू तिर्नमा कठिनाइ हुनेछ,27.684944,85.315922,1244
